month,name,L,OL,T,W
1983-02,Montreal Canadiens,6.0,,2.0,4.0
1983-01,Montreal Canadiens,6.0,,1.0,7.0
1983-03,Montreal Canadiens,10.0,,0.0,6.0
1983-11,Montreal Canadiens,5.0,,1.0,7.0
1983-10,Montreal Canadiens,7.0,,0.0,4.0
1983-04,New Jersey Devils,1.0,,0.0,0.0
1983-12,New Jersey Devils,9.0,,2.0,4.0
1983-02,New Jersey Devils,9.0,,1.0,3.0
1983-01,New Jersey Devils,7.0,,3.0,3.0
1983-03,New Jersey Devils,10.0,,1.0,4.0
1983-11,New Jersey Devils,10.0,,0.0,2.0
1983-10,New Jersey Devils,10.0,,0.0,1.0
1983-04,New York Islanders,0.0,,0.0,1.0
1983-12,New York Islanders,3.0,,1.0,10.0
1983-02,New York Islanders,4.0,,0.0,9.0
1983-01,New York Islanders,8.0,,0.0,5.0
1983-03,New York Islanders,3.0,,2.0,9.0
1983-11,New York Islanders,2.0,,1.0,10.0
1983-10,New York Islanders,6.0,,0.0,6.0
1983-04,New York Rangers,0.0,,0.0,1.0
1983-12,New York Rangers,4.0,,0.0,8.0
1983-02,New York Rangers,5.0,,4.0,5.0
1983-01,New York Rangers,4.0,,1.0,8.0
1983-03,New York Rangers,7.0,,0.0,6.0
1983-11,New York Rangers,5.0,,4.0,5.0
1983-10,New York Rangers,4.0,,0.0,9.0
1983-04,Philadelphia Flyers,1.0,,0.0,0.0
1983-12,Philadelphia Flyers,3.0,,3.0,6.0
1983-02,Philadelphia Flyers,5.0,,2.0,7.0
1983-01,Philadelphia Flyers,4.0,,2.0,7.0
1983-03,Philadelphia Flyers,5.0,,0.0,10.0
1983-11,Philadelphia Flyers,5.0,,2.0,5.0
1983-10,Philadelphia Flyers,3.0,,1.0,9.0
1983-04,Pittsburgh Penguins,1.0,,0.0,0.0
1983-12,Pittsburgh Penguins,8.0,,2.0,3.0
1983-02,Pittsburgh Penguins,10.0,,1.0,3.0
1983-01,Pittsburgh Penguins,11.0,,0.0,1.0
1983-03,Pittsburgh Penguins,12.0,,0.0,3.0
1983-11,Pittsburgh Penguins,7.0,,3.0,3.0
1983-10,Pittsburgh Penguins,9.0,,0.0,3.0
1983-12,Quebec Nordiques,5.0,,0.0,7.0
1983-02,Quebec Nordiques,5.0,,1.0,7.0
1983-01,Quebec Nordiques,2.0,,3.0,8.0
1983-03,Quebec Nordiques,5.0,,3.0,7.0
1983-11,Quebec Nordiques,6.0,,2.0,6.0
1983-10,Quebec Nordiques,5.0,,1.0,7.0
1983-12,St. Louis Blues,7.0,,1.0,7.0
1983-02,St. Louis Blues,8.0,,2.0,4.0
1983-01,St. Louis Blues,8.0,,1.0,5.0
1983-03,St. Louis Blues,6.0,,0.0,7.0
1983-11,St. Louis Blues,7.0,,3.0,3.0
1983-10,St. Louis Blues,5.0,,0.0,6.0
1983-04,Toronto Maple Leafs,1.0,,0.0,0.0
1983-12,Toronto Maple Leafs,6.0,,3.0,4.0
1983-02,Toronto Maple Leafs,6.0,,2.0,6.0
1983-01,Toronto Maple Leafs,11.0,,1.0,1.0
1983-03,Toronto Maple Leafs,9.0,,1.0,4.0
1983-11,Toronto Maple Leafs,8.0,,0.0,5.0
1983-10,Toronto Maple Leafs,4.0,,2.0,6.0
1983-12,Vancouver Canucks,8.0,,2.0,4.0
1983-02,Vancouver Canucks,7.0,,1.0,7.0
1983-01,Vancouver Canucks,8.0,,2.0,4.0
1983-03,Vancouver Canucks,4.0,,2.0,6.0
1983-11,Vancouver Canucks,6.0,,1.0,6.0
1983-10,Vancouver Canucks,6.0,,1.0,5.0
1983-04,Washington Capitals,0.0,,0.0,1.0
1983-12,Washington Capitals,6.0,,1.0,7.0
1983-02,Washington Capitals,4.0,,0.0,9.0
1983-01,Washington Capitals,2.0,,2.0,9.0
1983-03,Washington Capitals,2.0,,1.0,11.0
1983-11,Washington Capitals,6.0,,1.0,6.0
1983-10,Washington Capitals,7.0,,0.0,5.0
1983-04,Winnipeg Jets,0.0,,0.0,1.0
1983-12,Winnipeg Jets,5.0,,1.0,7.0
1983-02,Winnipeg Jets,5.0,,2.0,5.0
1983-01,Winnipeg Jets,5.0,,4.0,5.0
1983-03,Winnipeg Jets,9.0,,1.0,6.0
1983-11,Winnipeg Jets,7.0,,1.0,4.0
1983-10,Winnipeg Jets,7.0,,2.0,3.0
1984-04,Boston Bruins,1.0,,1.0,2.0
1984-12,Boston Bruins,5.0,,5.0,5.0
1984-02,Boston Bruins,5.0,,1.0,3.0
1984-01,Boston Bruins,6.0,,1.0,8.0
1984-03,Boston Bruins,7.0,,1.0,7.0
1984-11,Boston Bruins,6.0,,1.0,6.0
1984-10,Boston Bruins,4.0,,0.0,5.0
1984-04,Buffalo Sabres,2.0,,0.0,2.0
1984-12,Buffalo Sabres,2.0,,5.0,7.0
1984-02,Buffalo Sabres,5.0,,0.0,6.0
1984-01,Buffalo Sabres,3.0,,3.0,8.0
1984-03,Buffalo Sabres,6.0,,2.0,6.0
1984-11,Buffalo Sabres,6.0,,3.0,4.0
1984-10,Buffalo Sabres,4.0,,1.0,5.0
1984-04,Calgary Flames,0.0,,2.0,1.0
1984-12,Calgary Flames,7.0,,2.0,5.0
1984-02,Calgary Flames,6.0,,0.0,5.0
1984-01,Calgary Flames,4.0,,4.0,7.0
1984-03,Calgary Flames,2.0,,3.0,9.0
1984-11,Calgary Flames,4.0,,1.0,7.0
1984-10,Calgary Flames,4.0,,0.0,7.0
1984-04,Chicago Black Hawks,0.0,,1.0,2.0
1984-12,Chicago Black Hawks,6.0,,1.0,6.0
1984-02,Chicago Black Hawks,4.0,,1.0,8.0
1984-01,Chicago Black Hawks,9.0,,0.0,5.0
1984-03,Chicago Black Hawks,5.0,,2.0,6.0
1984-11,Chicago Black Hawks,7.0,,1.0,6.0
1984-10,Chicago Black Hawks,4.0,,1.0,5.0
1984-04,Detroit Red Wings,1.0,,1.0,1.0
1984-12,Detroit Red Wings,6.0,,2.0,7.0
1984-02,Detroit Red Wings,3.0,,4.0,4.0
1984-01,Detroit Red Wings,11.0,,2.0,2.0
1984-03,Detroit Red Wings,7.0,,0.0,7.0
1984-11,Detroit Red Wings,7.0,,3.0,3.0
1984-10,Detroit Red Wings,6.0,,0.0,3.0
1984-04,Edmonton Oilers,1.0,,1.0,1.0
1984-12,Edmonton Oilers,4.0,,1.0,7.0
1984-02,Edmonton Oilers,4.0,,1.0,7.0
1984-01,Edmonton Oilers,2.0,,2.0,11.0
1984-03,Edmonton Oilers,6.0,,3.0,5.0
1984-11,Edmonton Oilers,3.0,,1.0,10.0
1984-10,Edmonton Oilers,0.0,,2.0,8.0
1984-04,Hartford Whalers,2.0,,0.0,2.0
1984-12,Hartford Whalers,6.0,,1.0,5.0
1984-02,Hartford Whalers,9.0,,2.0,3.0
1984-01,Hartford Whalers,8.0,,1.0,4.0
1984-03,Hartford Whalers,5.0,,2.0,8.0
1984-11,Hartford Whalers,7.0,,2.0,2.0
1984-10,Hartford Whalers,4.0,,1.0,6.0
1984-04,Los Angeles Kings,1.0,,1.0,1.0
1984-12,Los Angeles Kings,5.0,,5.0,4.0
1984-02,Los Angeles Kings,4.0,,2.0,6.0
1984-01,Los Angeles Kings,6.0,,1.0,7.0
1984-03,Los Angeles Kings,7.0,,2.0,5.0
1984-11,Los Angeles Kings,3.0,,0.0,9.0
1984-10,Los Angeles Kings,6.0,,3.0,2.0
1984-04,Minnesota North Stars,1.0,,0.0,1.0
1984-12,Minnesota North Stars,9.0,,1.0,4.0
1984-02,Minnesota North Stars,9.0,,1.0,3.0
1984-01,Minnesota North Stars,6.0,,4.0,3.0
1984-03,Minnesota North Stars,8.0,,1.0,6.0
1984-11,Minnesota North Stars,4.0,,4.0,6.0
1984-10,Minnesota North Stars,6.0,,1.0,2.0
1984-04,Montreal Canadiens,0.0,,1.0,2.0
1984-12,Montreal Canadiens,4.0,,3.0,8.0
1984-02,Montreal Canadiens,5.0,,0.0,7.0
1984-01,Montreal Canadiens,7.0,,3.0,4.0
1984-03,Montreal Canadiens,6.0,,1.0,7.0
1984-11,Montreal Canadiens,3.0,,3.0,7.0
1984-10,Montreal Canadiens,2.0,,1.0,6.0
1984-04,New Jersey Devils,3.0,,1.0,0.0
1984-12,New Jersey Devils,8.0,,2.0,5.0
1984-02,New Jersey Devils,6.0,,3.0,3.0
1984-01,New Jersey Devils,9.0,,1.0,3.0
1984-03,New Jersey Devils,10.0,,1.0,4.0
1984-11,New Jersey Devils,6.0,,2.0,4.0
1984-10,New Jersey Devils,6.0,,0.0,3.0
1984-04,New York Islanders,1.0,,1.0,1.0
1984-12,New York Islanders,7.0,,0.0,6.0
1984-02,New York Islanders,5.0,,1.0,6.0
1984-01,New York Islanders,6.0,,2.0,6.0
1984-03,New York Islanders,7.0,,1.0,7.0
1984-11,New York Islanders,5.0,,1.0,8.0
1984-10,New York Islanders,3.0,,0.0,6.0
1984-04,New York Rangers,2.0,,0.0,1.0
1984-12,New York Rangers,8.0,,3.0,4.0
1984-02,New York Rangers,8.0,,1.0,3.0
1984-01,New York Rangers,6.0,,3.0,5.0
1984-03,New York Rangers,9.0,,1.0,5.0
1984-11,New York Rangers,7.0,,1.0,4.0
1984-10,New York Rangers,4.0,,1.0,4.0
1984-04,Philadelphia Flyers,0.0,,0.0,3.0
1984-12,Philadelphia Flyers,6.0,,1.0,7.0
1984-02,Philadelphia Flyers,3.0,,1.0,8.0
1984-01,Philadelphia Flyers,4.0,,1.0,8.0
1984-03,Philadelphia Flyers,3.0,,0.0,13.0
1984-11,Philadelphia Flyers,2.0,,2.0,8.0
1984-10,Philadelphia Flyers,2.0,,2.0,6.0
1984-04,Pittsburgh Penguins,4.0,,0.0,0.0
1984-12,Pittsburgh Penguins,5.0,,1.0,8.0
1984-02,Pittsburgh Penguins,10.0,,0.0,2.0
1984-01,Pittsburgh Penguins,8.0,,1.0,4.0
1984-03,Pittsburgh Penguins,12.0,,0.0,4.0
1984-11,Pittsburgh Penguins,8.0,,3.0,1.0
1984-10,Pittsburgh Penguins,4.0,,0.0,5.0
1984-04,Quebec Nordiques,2.0,,0.0,2.0
1984-12,Quebec Nordiques,5.0,,5.0,5.0
1984-02,Quebec Nordiques,4.0,,1.0,7.0
1984-01,Quebec Nordiques,4.0,,1.0,8.0
1984-03,Quebec Nordiques,4.0,,1.0,8.0
1984-11,Quebec Nordiques,5.0,,0.0,7.0
1984-10,Quebec Nordiques,6.0,,1.0,4.0
1984-04,St. Louis Blues,1.0,,0.0,3.0
1984-12,St. Louis Blues,6.0,,4.0,4.0
1984-02,St. Louis Blues,2.0,,1.0,9.0
1984-01,St. Louis Blues,4.0,,4.0,6.0
1984-03,St. Louis Blues,9.0,,2.0,4.0
1984-11,St. Louis Blues,4.0,,1.0,7.0
1984-10,St. Louis Blues,5.0,,0.0,4.0
1984-04,Toronto Maple Leafs,3.0,,0.0,0.0
1984-12,Toronto Maple Leafs,11.0,,1.0,2.0
1984-02,Toronto Maple Leafs,8.0,,1.0,5.0
1984-01,Toronto Maple Leafs,6.0,,1.0,5.0
1984-03,Toronto Maple Leafs,9.0,,1.0,4.0
1984-11,Toronto Maple Leafs,9.0,,3.0,1.0
1984-10,Toronto Maple Leafs,6.0,,1.0,3.0
1984-04,Vancouver Canucks,2.0,,1.0,0.0
1984-12,Vancouver Canucks,6.0,,3.0,4.0
1984-02,Vancouver Canucks,5.0,,1.0,5.0
1984-01,Vancouver Canucks,7.0,,2.0,5.0
1984-03,Vancouver Canucks,7.0,,0.0,7.0
1984-11,Vancouver Canucks,9.0,,2.0,3.0
1984-10,Vancouver Canucks,10.0,,0.0,1.0
1984-04,Washington Capitals,1.0,,0.0,2.0
1984-12,Washington Capitals,2.0,,2.0,12.0
1984-02,Washington Capitals,3.0,,2.0,7.0
1984-01,Washington Capitals,3.0,,0.0,10.0
1984-03,Washington Capitals,8.0,,0.0,6.0
1984-11,Washington Capitals,5.0,,3.0,5.0
1984-10,Washington Capitals,3.0,,2.0,4.0
1984-04,Winnipeg Jets,0.0,,1.0,1.0
1984-12,Winnipeg Jets,5.0,,2.0,8.0
1984-02,Winnipeg Jets,5.0,,2.0,6.0
1984-01,Winnipeg Jets,7.0,,1.0,7.0
1984-03,Winnipeg Jets,1.0,,2.0,10.0
1984-11,Winnipeg Jets,6.0,,1.0,8.0
1984-10,Winnipeg Jets,3.0,,1.0,3.0
1985-04,Boston Bruins,1.0,,1.0,1.0
1985-12,Boston Bruins,5.0,,3.0,6.0
1985-02,Boston Bruins,8.0,,0.0,5.0
1985-01,Boston Bruins,5.0,,0.0,8.0
1985-03,Boston Bruins,4.0,,4.0,6.0
1985-11,Boston Bruins,6.0,,3.0,4.0
1985-10,Boston Bruins,2.0,,1.0,7.0
1985-04,Buffalo Sabres,2.0,,0.0,1.0
1985-12,Buffalo Sabres,5.0,,2.0,6.0
1985-02,Buffalo Sabres,5.0,,1.0,6.0
1985-01,Buffalo Sabres,7.0,,2.0,5.0
1985-03,Buffalo Sabres,7.0,,0.0,7.0
1985-11,Buffalo Sabres,7.0,,0.0,7.0
1985-10,Buffalo Sabres,4.0,,1.0,5.0
1985-04,Calgary Flames,0.0,,0.0,3.0
1985-12,Calgary Flames,8.0,,0.0,4.0
1985-02,Calgary Flames,3.0,,2.0,7.0
1985-01,Calgary Flames,7.0,,2.0,6.0
1985-03,Calgary Flames,6.0,,2.0,7.0
1985-11,Calgary Flames,2.0,,3.0,8.0
1985-10,Calgary Flames,5.0,,0.0,5.0
1985-04,Chicago Black Hawks,2.0,,0.0,2.0
1985-12,Chicago Black Hawks,6.0,,0.0,6.0
1985-02,Chicago Black Hawks,4.0,,1.0,8.0
1985-01,Chicago Black Hawks,3.0,,3.0,9.0
1985-03,Chicago Black Hawks,8.0,,0.0,5.0
1985-11,Chicago Black Hawks,5.0,,3.0,5.0
1985-10,Chicago Black Hawks,5.0,,1.0,4.0
1985-04,Detroit Red Wings,3.0,,0.0,1.0
1985-12,Detroit Red Wings,11.0,,0.0,2.0
1985-02,Detroit Red Wings,10.0,,0.0,1.0
1985-01,Detroit Red Wings,11.0,,1.0,3.0
1985-03,Detroit Red Wings,9.0,,1.0,4.0
1985-11,Detroit Red Wings,5.0,,2.0,5.0
1985-10,Detroit Red Wings,8.0,,2.0,1.0
1985-04,Edmonton Oilers,1.0,,0.0,2.0
1985-12,Edmonton Oilers,3.0,,1.0,10.0
1985-02,Edmonton Oilers,3.0,,1.0,7.0
1985-01,Edmonton Oilers,4.0,,1.0,10.0
1985-03,Edmonton Oilers,2.0,,1.0,11.0
1985-11,Edmonton Oilers,3.0,,3.0,8.0
1985-10,Edmonton Oilers,1.0,,0.0,8.0
1985-04,Hartford Whalers,1.0,,0.0,3.0
1985-12,Hartford Whalers,5.0,,1.0,8.0
1985-02,Hartford Whalers,10.0,,1.0,2.0
1985-01,Hartford Whalers,6.0,,0.0,7.0
1985-03,Hartford Whalers,3.0,,2.0,9.0
1985-11,Hartford Whalers,7.0,,0.0,5.0
1985-10,Hartford Whalers,4.0,,0.0,6.0
1985-04,Los Angeles Kings,1.0,,1.0,0.0
1985-12,Los Angeles Kings,6.0,,1.0,5.0
1985-02,Los Angeles Kings,9.0,,0.0,4.0
1985-01,Los Angeles Kings,6.0,,2.0,6.0
1985-03,Los Angeles Kings,12.0,,1.0,3.0
1985-11,Los Angeles Kings,6.0,,3.0,3.0
1985-10,Los Angeles Kings,9.0,,0.0,2.0
1985-04,Minnesota North Stars,1.0,,0.0,2.0
1985-12,Minnesota North Stars,4.0,,1.0,7.0
1985-02,Minnesota North Stars,3.0,,1.0,8.0
1985-01,Minnesota North Stars,8.0,,1.0,6.0
1985-03,Minnesota North Stars,5.0,,0.0,9.0
1985-11,Minnesota North Stars,7.0,,4.0,3.0
1985-10,Minnesota North Stars,5.0,,2.0,3.0
1985-04,Montreal Canadiens,1.0,,0.0,2.0
1985-12,Montreal Canadiens,3.0,,1.0,8.0
1985-02,Montreal Canadiens,6.0,,1.0,5.0
1985-01,Montreal Canadiens,5.0,,1.0,10.0
1985-03,Montreal Canadiens,9.0,,1.0,4.0
1985-11,Montreal Canadiens,3.0,,3.0,7.0
1985-10,Montreal Canadiens,6.0,,0.0,4.0
1985-04,New Jersey Devils,1.0,,0.0,2.0
1985-12,New Jersey Devils,10.0,,0.0,4.0
1985-02,New Jersey Devils,6.0,,1.0,4.0
1985-01,New Jersey Devils,11.0,,1.0,2.0
1985-03,New Jersey Devils,10.0,,0.0,7.0
1985-11,New Jersey Devils,6.0,,0.0,5.0
1985-10,New Jersey Devils,5.0,,1.0,4.0
1985-04,New York Islanders,2.0,,0.0,2.0
1985-12,New York Islanders,5.0,,4.0,5.0
1985-02,New York Islanders,5.0,,0.0,7.0
1985-01,New York Islanders,4.0,,1.0,8.0
1985-03,New York Islanders,5.0,,2.0,7.0
1985-11,New York Islanders,5.0,,4.0,6.0
1985-10,New York Islanders,3.0,,1.0,4.0
1985-04,New York Rangers,2.0,,1.0,0.0
1985-12,New York Rangers,7.0,,1.0,6.0
1985-02,New York Rangers,2.0,,0.0,8.0
1985-01,New York Rangers,6.0,,2.0,5.0
1985-03,New York Rangers,9.0,,1.0,6.0
1985-11,New York Rangers,8.0,,1.0,6.0
1985-10,New York Rangers,4.0,,0.0,5.0
1985-04,Philadelphia Flyers,0.0,,0.0,4.0
1985-12,Philadelphia Flyers,6.0,,0.0,9.0
1985-02,Philadelphia Flyers,3.0,,3.0,6.0
1985-01,Philadelphia Flyers,5.0,,1.0,7.0
1985-03,Philadelphia Flyers,5.0,,0.0,8.0
1985-11,Philadelphia Flyers,2.0,,0.0,12.0
1985-10,Philadelphia Flyers,2.0,,0.0,7.0
1985-04,Pittsburgh Penguins,3.0,,0.0,1.0
1985-12,Pittsburgh Penguins,6.0,,1.0,8.0
1985-02,Pittsburgh Penguins,4.0,,1.0,7.0
1985-01,Pittsburgh Penguins,4.0,,2.0,7.0
1985-03,Pittsburgh Penguins,9.0,,1.0,3.0
1985-11,Pittsburgh Penguins,7.0,,1.0,5.0
1985-10,Pittsburgh Penguins,5.0,,2.0,3.0
1985-04,Quebec Nordiques,1.0,,1.0,1.0
1985-12,Quebec Nordiques,5.0,,1.0,7.0
1985-02,Quebec Nordiques,7.0,,1.0,6.0
1985-01,Quebec Nordiques,4.0,,1.0,9.0
1985-03,Quebec Nordiques,4.0,,1.0,8.0
1985-11,Quebec Nordiques,8.0,,0.0,4.0
1985-10,Quebec Nordiques,2.0,,1.0,8.0
1985-04,St. Louis Blues,1.0,,1.0,1.0
1985-12,St. Louis Blues,5.0,,1.0,6.0
1985-02,St. Louis Blues,5.0,,1.0,7.0
1985-01,St. Louis Blues,6.0,,3.0,5.0
1985-03,St. Louis Blues,8.0,,0.0,8.0
1985-11,St. Louis Blues,5.0,,2.0,7.0
1985-10,St. Louis Blues,4.0,,1.0,3.0
1985-04,Toronto Maple Leafs,3.0,,1.0,0.0
1985-12,Toronto Maple Leafs,5.0,,2.0,4.0
1985-02,Toronto Maple Leafs,6.0,,1.0,6.0
1985-01,Toronto Maple Leafs,11.0,,0.0,4.0
1985-03,Toronto Maple Leafs,8.0,,0.0,6.0
1985-11,Toronto Maple Leafs,7.0,,3.0,4.0
1985-10,Toronto Maple Leafs,8.0,,0.0,1.0
1985-04,Vancouver Canucks,3.0,,0.0,1.0
1985-12,Vancouver Canucks,8.0,,1.0,4.0
1985-02,Vancouver Canucks,7.0,,2.0,2.0
1985-01,Vancouver Canucks,6.0,,3.0,3.0
1985-03,Vancouver Canucks,7.0,,4.0,4.0
1985-11,Vancouver Canucks,9.0,,1.0,4.0
1985-10,Vancouver Canucks,4.0,,2.0,5.0
1985-04,Washington Capitals,1.0,,1.0,2.0
1985-12,Washington Capitals,3.0,,1.0,7.0
1985-02,Washington Capitals,3.0,,1.0,8.0
1985-01,Washington Capitals,6.0,,0.0,8.0
1985-03,Washington Capitals,3.0,,1.0,11.0
1985-11,Washington Capitals,3.0,,1.0,10.0
1985-10,Washington Capitals,4.0,,2.0,4.0
1985-04,Winnipeg Jets,1.0,,1.0,0.0
1985-12,Winnipeg Jets,10.0,,2.0,4.0
1985-02,Winnipeg Jets,8.0,,1.0,3.0
1985-01,Winnipeg Jets,7.0,,1.0,4.0
1985-03,Winnipeg Jets,7.0,,0.0,7.0
1985-11,Winnipeg Jets,10.0,,1.0,3.0
1985-10,Winnipeg Jets,4.0,,1.0,5.0
1986-04,Boston Bruins,2.0,,0.0,0.0
1986-12,Boston Bruins,5.0,,0.0,6.0
1986-02,Boston Bruins,7.0,,0.0,5.0
1986-01,Boston Bruins,4.0,,1.0,10.0
1986-03,Boston Bruins,5.0,,2.0,8.0
1986-11,Boston Bruins,7.0,,3.0,5.0
1986-10,Boston Bruins,4.0,,1.0,5.0
1986-04,Buffalo Sabres,1.0,,1.0,1.0
1986-12,Buffalo Sabres,8.0,,2.0,4.0
1986-02,Buffalo Sabres,3.0,,0.0,8.0
1986-01,Buffalo Sabres,7.0,,1.0,6.0
1986-03,Buffalo Sabres,10.0,,1.0,4.0
1986-11,Buffalo Sabres,8.0,,1.0,4.0
1986-10,Buffalo Sabres,7.0,,2.0,1.0
1986-04,Calgary Flames,1.0,,1.0,0.0
1986-12,Calgary Flames,4.0,,1.0,9.0
1986-02,Calgary Flames,3.0,,0.0,9.0
1986-01,Calgary Flames,7.0,,1.0,6.0
1986-03,Calgary Flames,5.0,,0.0,9.0
1986-11,Calgary Flames,4.0,,0.0,10.0
1986-10,Calgary Flames,7.0,,0.0,3.0
1986-04,Chicago Blackhawks,1.0,,1.0,1.0
1986-12,Chicago Blackhawks,5.0,,1.0,8.0
1986-02,Chicago Blackhawks,3.0,,2.0,6.0
1986-01,Chicago Blackhawks,7.0,,2.0,4.0
1986-03,Chicago Blackhawks,7.0,,3.0,4.0
1986-11,Chicago Blackhawks,7.0,,3.0,4.0
1986-10,Chicago Blackhawks,7.0,,2.0,2.0
1986-04,Detroit Red Wings,3.0,,0.0,0.0
1986-12,Detroit Red Wings,3.0,,5.0,5.0
1986-02,Detroit Red Wings,4.0,,1.0,7.0
1986-01,Detroit Red Wings,7.0,,1.0,7.0
1986-03,Detroit Red Wings,7.0,,1.0,6.0
1986-11,Detroit Red Wings,8.0,,1.0,4.0
1986-10,Detroit Red Wings,4.0,,1.0,5.0
1986-04,Edmonton Oilers,0.0,,1.0,1.0
1986-12,Edmonton Oilers,2.0,,1.0,10.0
1986-02,Edmonton Oilers,6.0,,1.0,4.0
1986-01,Edmonton Oilers,2.0,,2.0,10.0
1986-03,Edmonton Oilers,4.0,,0.0,11.0
1986-11,Edmonton Oilers,6.0,,1.0,6.0
1986-10,Edmonton Oilers,4.0,,0.0,8.0
1986-04,Hartford Whalers,2.0,,0.0,1.0
1986-12,Hartford Whalers,5.0,,3.0,8.0
1986-02,Hartford Whalers,4.0,,0.0,7.0
1986-01,Hartford Whalers,9.0,,0.0,7.0
1986-03,Hartford Whalers,4.0,,1.0,9.0
1986-11,Hartford Whalers,3.0,,2.0,7.0
1986-10,Hartford Whalers,3.0,,1.0,4.0
1986-04,Los Angeles Kings,3.0,,0.0,0.0
1986-12,Los Angeles Kings,4.0,,1.0,8.0
1986-02,Los Angeles Kings,7.0,,1.0,3.0
1986-01,Los Angeles Kings,5.0,,3.0,5.0
1986-03,Los Angeles Kings,8.0,,1.0,6.0
1986-11,Los Angeles Kings,6.0,,2.0,6.0
1986-10,Los Angeles Kings,8.0,,0.0,3.0
1986-04,Minnesota North Stars,1.0,,1.0,0.0
1986-12,Minnesota North Stars,6.0,,1.0,7.0
1986-02,Minnesota North Stars,7.0,,0.0,5.0
1986-01,Minnesota North Stars,4.0,,4.0,6.0
1986-03,Minnesota North Stars,11.0,,2.0,3.0
1986-11,Minnesota North Stars,6.0,,1.0,5.0
1986-10,Minnesota North Stars,5.0,,1.0,4.0
1986-04,Montreal Canadiens,0.0,,0.0,3.0
1986-12,Montreal Canadiens,6.0,,3.0,7.0
1986-02,Montreal Canadiens,4.0,,2.0,4.0
1986-01,Montreal Canadiens,7.0,,1.0,7.0
1986-03,Montreal Canadiens,3.0,,1.0,8.0
1986-11,Montreal Canadiens,6.0,,0.0,7.0
1986-10,Montreal Canadiens,3.0,,3.0,5.0
1986-04,New Jersey Devils,3.0,,0.0,0.0
1986-12,New Jersey Devils,8.0,,1.0,5.0
1986-02,New Jersey Devils,5.0,,0.0,3.0
1986-01,New Jersey Devils,9.0,,2.0,5.0
1986-03,New Jersey Devils,10.0,,1.0,5.0
1986-11,New Jersey Devils,6.0,,2.0,5.0
1986-10,New Jersey Devils,4.0,,0.0,6.0
1986-04,New York Islanders,1.0,,1.0,1.0
1986-12,New York Islanders,7.0,,2.0,6.0
1986-02,New York Islanders,5.0,,3.0,3.0
1986-01,New York Islanders,5.0,,3.0,6.0
1986-03,New York Islanders,6.0,,2.0,6.0
1986-11,New York Islanders,5.0,,0.0,9.0
1986-10,New York Islanders,4.0,,1.0,4.0
1986-04,New York Rangers,3.0,,0.0,0.0
1986-12,New York Rangers,6.0,,0.0,8.0
1986-02,New York Rangers,5.0,,0.0,7.0
1986-01,New York Rangers,6.0,,2.0,5.0
1986-03,New York Rangers,7.0,,0.0,7.0
1986-11,New York Rangers,7.0,,2.0,5.0
1986-10,New York Rangers,4.0,,4.0,2.0
1986-04,Philadelphia Flyers,2.0,,0.0,1.0
1986-12,Philadelphia Flyers,7.0,,0.0,8.0
1986-02,Philadelphia Flyers,5.0,,1.0,3.0
1986-01,Philadelphia Flyers,3.0,,2.0,9.0
1986-03,Philadelphia Flyers,5.0,,3.0,8.0
1986-11,Philadelphia Flyers,2.0,,2.0,9.0
1986-10,Philadelphia Flyers,2.0,,0.0,8.0
1986-04,Pittsburgh Penguins,0.0,,0.0,2.0
1986-12,Pittsburgh Penguins,7.0,,3.0,2.0
1986-02,Pittsburgh Penguins,7.0,,2.0,4.0
1986-01,Pittsburgh Penguins,8.0,,1.0,4.0
1986-03,Pittsburgh Penguins,8.0,,2.0,5.0
1986-11,Pittsburgh Penguins,5.0,,4.0,5.0
1986-10,Pittsburgh Penguins,3.0,,0.0,8.0
1986-04,Quebec Nordiques,0.0,,0.0,3.0
1986-12,Quebec Nordiques,8.0,,2.0,4.0
1986-02,Quebec Nordiques,6.0,,1.0,5.0
1986-01,Quebec Nordiques,9.0,,1.0,3.0
1986-03,Quebec Nordiques,7.0,,2.0,4.0
1986-11,Quebec Nordiques,6.0,,2.0,6.0
1986-10,Quebec Nordiques,3.0,,2.0,6.0
1986-04,St. Louis Blues,0.0,,0.0,3.0
1986-12,St. Louis Blues,7.0,,2.0,5.0
1986-02,St. Louis Blues,6.0,,2.0,4.0
1986-01,St. Louis Blues,6.0,,3.0,5.0
1986-03,St. Louis Blues,5.0,,4.0,6.0
1986-11,St. Louis Blues,6.0,,2.0,6.0
1986-10,St. Louis Blues,3.0,,2.0,3.0
1986-04,Toronto Maple Leafs,1.0,,0.0,1.0
1986-12,Toronto Maple Leafs,6.0,,1.0,5.0
1986-02,Toronto Maple Leafs,5.0,,1.0,5.0
1986-01,Toronto Maple Leafs,12.0,,0.0,4.0
1986-03,Toronto Maple Leafs,8.0,,0.0,7.0
1986-11,Toronto Maple Leafs,8.0,,1.0,5.0
1986-10,Toronto Maple Leafs,2.0,,3.0,5.0
1986-04,Vancouver Canucks,0.0,,0.0,3.0
1986-12,Vancouver Canucks,8.0,,1.0,4.0
1986-02,Vancouver Canucks,7.0,,2.0,4.0
1986-01,Vancouver Canucks,8.0,,3.0,4.0
1986-03,Vancouver Canucks,5.0,,0.0,7.0
1986-11,Vancouver Canucks,8.0,,1.0,5.0
1986-10,Vancouver Canucks,7.0,,1.0,2.0
1986-04,Washington Capitals,0.0,,0.0,3.0
